Model,Cohort,Split,repeat,Experiment,n,MCC,Brier,NLL,MCC eligible
XGBoost,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset11,64,,0.1548840366341493,0.47196654257584686,False
XGBoost,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset12,64,,1.5472181241534273e-05,0.003910495090176519,False
XGBoost,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset17,27,0.0,0.03654729273348466,0.1880620530125533,True
XGBoost,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset2,12,,0.05983140378119761,0.2652646407667412,False
XGBoost,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset4,12,,2.291358452319016e-05,0.0041839345073964,False
XGBoost,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset11,64,,0.04166181674958243,0.22826594373086226,False
XGBoost,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset15,64,0.0,0.531889370536583,1.348917422671152,True
XGBoost,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset16,64,,0.04079787931816073,0.2256192742498468,False
XGBoost,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset14,64,0.0,0.4726948382763939,1.2295958294337939,True
XGBoost,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset18,64,,0.02236476686195365,0.16045370506223694,False
XGBoost,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset6,64,,0.032303518970423925,0.19241595694142677,False
XGBoost,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset12,64,,0.0035450422071363406,0.06138643501625772,False
XGBoost,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset17,27,0.0,0.036171689834582396,0.1635981450705738,True
XGBoost,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset2,12,,0.18342308847716815,0.5589047670276471,False
XGBoost,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset4,12,,0.02687508422968397,0.17667778742198195,False
XGBoost,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset8,64,,0.1920479753893088,0.5748297662814706,False
XGBoost,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset11,64,,0.04332620390169038,0.23336343223371925,False
XGBoost,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset12,64,,0.04514642690756446,0.23886255707399842,False
XGBoost,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset15,64,0.0,0.530341682484214,1.3442252713207483,True
XGBoost,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset14,64,0.0,0.1602763195737006,0.47635490428581195,True
XGBoost,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset16,64,,0.002822990140544446,0.03859845585711238,False
XGBoost,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset8,64,,0.6290337161953432,1.6355393927855033,False
XGBoost,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset17,27,0.0,0.09395789088643057,0.36164970684451303,True
XGBoost,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset18,64,,0.07754867856841757,0.3263891296223504,False
XGBoost,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset2,12,,0.6042821342658248,1.502180570332419,False
XGBoost,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset4,12,,0.6042821342658248,1.502180570332419,False
XGBoost,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset6,64,,0.057733755305397,0.2742200710106194,False
XGBoost,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset15,64,0.0,0.12588088559032423,0.41454158332565905,True
XGBoost,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset18,64,,0.004577777444886355,0.06509183053367654,False
XGBoost,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset8,64,,0.8809298736067884,2.8176090735251034,False
XGBoost,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset11,64,,0.4299701539727766,1.1927319748534178,False
XGBoost,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset14,64,0.0,0.19675749499428766,0.5534664462479041,True
XGBoost,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset6,64,,0.44100437692417366,1.2059701310813753,False
XGBoost,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset12,64,,4.689620352072913e-06,0.0021363800572704985,False
XGBoost,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset16,64,,2.220461080101283e-06,0.0013647781960280183,False
XGBoost,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset17,27,0.0,0.03663527641976424,0.19407245124144337,True
XGBoost,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset2,12,,0.22837474897408908,0.6344722318208954,False
XGBoost,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset4,12,,0.00011416197627797377,0.008392529223750332,False
XGBoost,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset15,64,0.0,0.14517001390569131,0.5472804147278878,True
XGBoost,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset6,64,,0.2073406248162853,0.9910827898771599,False
XGBoost,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset8,64,,0.9833738236931977,5.242598935210893,False
XGBoost,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset11,64,,0.15910648885667922,0.4746255399863289,False
XGBoost,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset12,64,,0.07724326097438067,0.23210432439431708,False
XGBoost,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset14,64,0.4034732923929645,0.38899346639594506,1.2401761555509117,True
XGBoost,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset16,64,,0.0001738344323322288,0.013088564236480848,False
XGBoost,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset17,27,0.0,0.03611901811536828,0.16878642104674263,True
XGBoost,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset18,64,,0.00016346370226185325,0.012781378275029865,False
XGBoost,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset2,12,,0.06065468586470509,0.2807497760905475,False
XGBoost,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset4,12,,0.00038055193246382623,0.018305613223558222,False
LightGBM,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset15,64,0.0,0.15379383341738656,0.7599359185519998,True
LightGBM,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset16,64,,0.041016757597681516,0.2187201241951602,False
LightGBM,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset6,64,,0.4969995033875658,1.5867519637156113,False
LightGBM,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset14,64,0.2854496128592251,0.3098778429271416,0.8545129972382313,True
LightGBM,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset18,64,,0.005792513655955107,0.0753190641655335,False
LightGBM,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset8,64,,0.46613542521627166,1.1671779731873237,False
LightGBM,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset11,64,,0.16156573565831606,0.46665956868882474,False
LightGBM,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset12,64,,0.00011976651956351994,0.010961796491193557,False
LightGBM,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset17,27,0.0,0.036025222445779694,0.16418345079057547,True
LightGBM,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset2,12,,0.1927366037984165,0.591849688925548,False
LightGBM,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset4,12,,0.0022158391885975367,0.04726367497192544,False
LightGBM,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset11,64,,0.04611287599824815,0.24172070153028113,False
LightGBM,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset15,64,0.0,0.5232127110629474,1.323126522243867,True
LightGBM,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset16,64,,0.04130809620255881,0.2271983309431984,False
LightGBM,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset14,64,0.0,0.5229801960642613,1.39936236908263,True
LightGBM,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset18,64,,0.01091296965477831,0.1101270460881211,False
LightGBM,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset6,64,,0.018473842431802244,0.13849114800368734,False
LightGBM,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset12,64,,0.0004446115532269879,0.021311295071963388,False
LightGBM,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset17,27,0.0,0.035919736440035495,0.16345364657126216,True
LightGBM,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset2,12,,0.24643065603263326,0.6860083173207631,False
LightGBM,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset4,12,,0.11625817245810088,0.4169809519730087,False
LightGBM,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset8,64,,0.08033310206571205,0.2805737333974052,False
LightGBM,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset11,64,,0.04440327619432625,0.23656924222994152,False
LightGBM,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset12,64,,0.04775005196019019,0.2465548385393067,False
LightGBM,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset15,64,0.0,0.5224535884756694,1.3209033659612102,True
LightGBM,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset14,64,0.4034732923929645,0.24913352279108436,0.6782346027576647,True
LightGBM,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset16,64,,0.005283042701301931,0.0751639393690691,False
LightGBM,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset8,64,,0.713907242318908,1.9621656650629258,False
LightGBM,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset17,27,0.0,0.0868960090732801,0.34377367480962423,True
LightGBM,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset18,64,,0.0713280549999127,0.31070934563275654,False
LightGBM,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset2,12,,0.5426104001673248,1.3341609682955824,False
LightGBM,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset4,12,,0.5426104001673248,1.3341609682955824,False
LightGBM,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset6,64,,0.07196318035084824,0.3123267920617794,False
LightGBM,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset15,64,0.0,0.15511785486101481,0.8872494093347656,True
LightGBM,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset18,64,,0.00012390771760171696,0.007957574176025092,False
LightGBM,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset8,64,,0.9993401156848608,8.219358809366431,False
LightGBM,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset11,64,,0.18022939985622527,0.554497581134181,False
LightGBM,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset14,64,0.4034732923929645,0.3571788337032607,1.0737542491039735,True
LightGBM,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset6,64,,0.3668111681944061,0.9977808645518184,False
LightGBM,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset12,64,,0.00017396174541923134,0.013270557905302356,False
LightGBM,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset16,64,,0.0001595114966257948,0.01270027300703095,False
LightGBM,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset17,27,0.0,0.03621690616127355,0.17242001102869733,True
LightGBM,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset2,12,,0.2560925595600177,0.7155204603697904,False
LightGBM,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset4,12,,0.06663667829697938,0.2984751660056832,False
LightGBM,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset15,64,0.0,0.09323399676661678,0.29557916865406697,True
LightGBM,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset6,64,,0.17607728277757223,0.7148032820506924,False
LightGBM,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset8,64,,0.9651995369927717,4.683953201891947,False
LightGBM,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset11,64,,0.04222151797258985,0.1633676535331549,False
LightGBM,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset12,64,,0.01565425538326424,0.09718917729681789,False
LightGBM,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset14,64,0.0,0.5436554694581337,1.7061307876482765,True
LightGBM,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset16,64,,7.676329987418658e-05,0.00878888719693289,False
LightGBM,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset17,27,0.0,0.036442317993386625,0.1826514379191016,True
LightGBM,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset18,64,,7.570273575549779e-05,0.008733357034230917,False
LightGBM,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset2,12,,0.2089769450157318,0.6347960168096668,False
LightGBM,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset4,12,,0.019314982383690615,0.14800597275170962,False
CatBoost,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset15,64,0.0,0.14831827757797542,0.4757562390320019,True
CatBoost,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset16,64,,0.005934172469482348,0.07082282428497141,False
CatBoost,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset6,64,,0.11061750657954925,0.3741687778171853,False
CatBoost,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset14,64,0.5968491905238343,0.18189275729226226,0.49537021037980705,True
CatBoost,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset18,64,,9.255608989192032e-05,0.0051099790541217025,False
CatBoost,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset8,64,,0.25412889314498033,0.8404501072629786,False
CatBoost,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset11,64,,8.784920954807149e-05,0.00699274807705676,False
CatBoost,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset12,64,,3.1017324400657546e-05,0.003377211930256653,False
CatBoost,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset17,27,0.0,0.036056123507136016,0.16011678684201452,True
CatBoost,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset2,12,,0.9160178492839042,3.3491489307956512,False
CatBoost,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset4,12,,6.703946048265977e-05,0.007515057791490338,False
CatBoost,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset11,64,,0.03843885815941764,0.21778560557455512,False
CatBoost,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset15,64,0.0,0.5865501715161126,1.5269778189104244,True
CatBoost,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset16,64,,0.04128471495348254,0.22696541356990876,False
CatBoost,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset14,64,0.5255382728122436,0.22934157138444503,0.6496113298456412,True
CatBoost,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset18,64,,4.068729509429856e-05,0.0015198333173895976,False
CatBoost,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset6,64,,0.11486156929775151,0.4994600229473749,False
CatBoost,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset12,64,,9.774537110789447e-06,0.0030071522618250854,False
CatBoost,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset17,27,0.0,0.02238262182383684,0.05707411344223674,True
CatBoost,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset2,12,,0.8173201083869852,2.594369692208205,False
CatBoost,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset4,12,,0.024734262766456457,0.16591047630164815,False
CatBoost,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset8,64,,0.01548409488410258,0.07341150455693593,False
CatBoost,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset11,64,,0.05197153733082775,0.25855479762658107,False
CatBoost,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset12,64,,0.058503318959385986,0.2769064630343418,False
CatBoost,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset15,64,0.0,0.49408994250280225,1.2408312971013011,True
CatBoost,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset14,64,0.5423261445466404,0.2621802008437647,0.8538502140086095,True
CatBoost,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset16,64,,9.710352559065639e-13,1.1016301378302224e-06,False
CatBoost,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset8,64,,0.7689929678009759,3.4931759233688418,False
CatBoost,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset17,27,1.0,0.020665317842761422,0.06354456819686197,True
CatBoost,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset18,64,,0.09073602282248819,0.3510380286776561,False
CatBoost,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset2,12,,0.8537172497193382,2.8806665223494803,False
CatBoost,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset4,12,,0.19896129483507755,0.59665058320011,False
CatBoost,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset6,64,,0.47059643781973876,1.3620597235035796,False
CatBoost,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset15,64,0.0734994547368502,0.2170469701417041,0.6257712247130041,True
CatBoost,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset18,64,,0.013667759385365942,0.11967594840070914,False
CatBoost,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset8,64,,0.8964974495409823,3.046406321163922,False
CatBoost,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset11,64,,0.18384423534766903,0.5547941774060312,False
CatBoost,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset14,64,0.4034732923929645,0.4184995913351155,2.486454279759858,True
CatBoost,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset6,64,,0.10099094761355128,0.2986781100179597,False
CatBoost,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset12,64,,5.952919498763566e-06,0.0023054760289088726,False
CatBoost,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset16,64,,6.227497231429407e-05,0.004566542347294435,False
CatBoost,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset17,27,0.0,0.03299610622035836,0.10965958688016723,True
CatBoost,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset2,12,,0.9650894949332466,4.293733286812981,False
CatBoost,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset4,12,,0.002327392011335312,0.04583841272241773,False
CatBoost,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset15,64,0.34426518632954817,0.3258102560139993,0.9873374956372742,True
CatBoost,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset6,64,,0.11875592472328285,0.4122342892050114,False
CatBoost,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset8,64,,0.9630168702061018,4.221084803282986,False
CatBoost,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset11,64,,0.09542201812800072,0.297849422877559,False
CatBoost,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset12,64,,0.03841699237615983,0.1675891113889061,False
CatBoost,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset14,64,0.1856953381770519,0.3722815743933052,1.0680801962211344,True
CatBoost,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset16,64,,0.00020479431576529407,0.010933748493603604,False
CatBoost,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset17,27,0.0,0.03291317951164831,0.11360165124650173,True
CatBoost,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset18,64,,4.3192789862260696e-05,0.006345433832019799,False
CatBoost,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset2,12,,0.9661787310532334,4.75038154314275,False
CatBoost,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset4,12,,0.0036248670884839788,0.060954766018740114,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset15,64,0.29277002188455997,0.1282337784695326,0.42331844779180083,True
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset16,64,,0.000574044187486233,0.023944694458268963,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset6,64,,0.0008346980376413622,0.028314169655952043,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset14,64,0.0,0.25372588803817697,0.8036650039116439,True
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset18,64,,0.0005376540194974218,0.023042406663166065,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset8,64,,0.0003027431773722804,0.0175334317339981,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset11,64,,0.0035292385270849136,0.04223864357918748,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset12,64,,2.393468691629511e-05,0.004424671141619029,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset17,27,1.0,0.0013539021649924073,0.011666290828864626,True
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset2,12,,0.5806013529392592,1.5929069370950852,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,1,imi_vmx30ui::dataset4,12,,0.14083133312717602,0.47371829845730823,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset11,64,,0.22039453276428675,0.6543803150366925,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset15,64,0.0,0.12169931751103202,0.4088206483741096,True
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset16,64,,0.0006045784651199016,0.024217831029889218,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset14,64,0.0,0.2809817088387301,0.7664531461972472,True
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset18,64,,0.003745424501905882,0.06294432325422779,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset6,64,,0.004327242370210235,0.06740015690147412,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset12,64,,0.00012165214696863613,0.010724312350669741,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset17,27,1.0,0.01077319328427839,0.038619687602615915,True
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset2,12,,0.7693789731595885,2.235905793695585,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset4,12,,0.23875023540343543,0.724523143201978,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,2,imi_vmx30ui::dataset8,64,,6.305554642809884e-05,0.007948324886983868,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset11,64,,0.261180913773697,0.7550395396711403,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset12,64,,0.002473489138824606,0.04295547405651303,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset15,64,0.0,0.12207363441608435,0.40972863634572987,True
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset14,64,-0.14907119849998599,0.24923943266496523,0.7386124647768706,True
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset16,64,,5.602371123391261e-05,0.007354807596452583,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset8,64,,3.254470851284886e-05,0.005714005973212021,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset17,27,1.0,0.00019133874498082645,0.011433850000918188,True
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset18,64,,8.552790408920995e-05,0.009084518010365819,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset2,12,,0.6223297349317493,1.6644679149543158,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset4,12,,0.10113066654872825,0.29924308359552726,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,3,imi_vmx30ui::dataset6,64,,8.212764847312431e-05,0.008747567535262844,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset15,64,0.0,0.12967281468606084,0.4295099540978419,True
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset18,64,,0.0024678962736623886,0.050638402297106686,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset8,64,,0.001918476110572596,0.04463963567073681,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset11,64,,0.37329949672877855,1.0451518968109816,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset14,64,0.0,0.19931069202498813,0.6034486488153314,True
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset6,64,,0.0003439423405183503,0.014870603116865676,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset12,64,,4.813831737004026e-05,0.006729048976016159,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset16,64,,3.6510477512768694e-05,0.005942789342645619,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset17,27,1.0,0.0011489865563705614,0.013453083508316914,True
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset2,12,,0.7955212734747774,2.353617997223085,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,4,imi_vmx30ui::dataset4,12,,0.15467559907158798,0.5287958250432386,False
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset15,64,0.0,0.3012853345780674,0.7967533254337587,True
Gaussian Naive Bayes,Notebook03 nested-threshold,Development OOF,5,imi_vmx30ui::dataset6,64,,0.005238890980433513,0.07474017218348453,False
