Model,Cohort,Split,repeat,n,MCC,PR-AUC,Macro-F1,AUROC,Precision,Recall,Specificity,FPR,FNR,Balanced Accuracy,Brier,NLL,ECE,Calibration intercept,Calibration slope,Worst-group MCC,Worst-group Brier,Worst-group NLL,Group MCC SD,Eligible MCC groups
Global learned fusion,Current nested-threshold,Development OOF,4,563,0.6080004151685391,0.8570227378767553,0.7984196555342922,0.9541103806978256,0.6219512195121951,0.8031496062992126,0.8577981651376146,0.14220183486238533,0.1968503937007874,0.8304738857184136,0.0740890261355548,0.2454886740867035,0.05245628088400638,-0.6865880531615739,0.9698667055729603,0.0,0.7622721983029318,2.329466748836898,0.0,3
Equal fusion,Current nested-threshold,Development OOF,4,563,0.5509004611952849,0.8651682383298798,0.7640812776723593,0.9589142526908907,0.5573770491803278,0.8031496062992126,0.8142201834862385,0.18577981651376146,0.1968503937007874,0.8086848948927255,0.07885619469795072,0.2528121252368947,0.06366747496763138,-0.9042404270700417,0.9598880004708916,0.0,0.7647460733485779,2.289729529165371,0.0,3
MAP gate,Current nested-threshold,Development OOF,4,563,0.5509004611952849,0.8349183174918496,0.7640812776723593,0.9499385971249007,0.5573770491803278,0.8031496062992126,0.8142201834862385,0.18577981651376146,0.1968503937007874,0.8086848948927255,0.09798427705920973,0.3451171204263483,0.08609774055371582,-1.1019990938756736,0.6378572319976421,0.0,0.6330916043069362,1.7619497378363835,0.0,3
No hierarchy,Current nested-threshold,Development OOF,4,563,0.627632909379761,0.8581917847575016,0.809737780837349,0.9599436538322618,0.6455696202531646,0.8031496062992126,0.8715596330275229,0.12844036697247707,0.1968503937007874,0.8373546196633678,0.08479576288775138,0.2832100400148714,0.08427819480414049,-0.830434817773609,0.8146933020416437,0.0,0.6441610309743316,1.802704772215767,0.0,3
Raw TabM,Current nested-threshold,Development OOF,4,563,0.7482967020175011,0.9082385012159332,0.867930119143157,0.9633208119627249,0.7134146341463414,0.9212598425196851,0.8922018348623854,0.10779816513761468,0.07874015748031496,0.9067308386910352,0.09639811792448144,0.3216777220274201,0.12141532452040023,-1.8423282066738598,0.793423228265818,0.0,0.5020350967621107,1.3639620461515205,0.4714045207910317,3
HBAF,Current nested-threshold,Development OOF,5,563,0.5230256886284559,0.8180111275635034,0.7612383375742153,0.9444123383659611,0.6148148148148148,0.6535433070866141,0.8807339449541285,0.11926605504587157,0.3464566929133858,0.7671386260203713,0.08016781139174288,0.24579939558533137,0.05125473531902783,0.08108684458971982,1.145332702500113,0.0,0.691827433174887,1.8379322963375542,0.18912907922716374,3
TabM calibrated,Current nested-threshold,Development OOF,5,563,0.5965958399179473,0.8597957996563546,0.7973001696069544,0.9329263887885574,0.6549295774647887,0.7322834645669292,0.8876146788990825,0.11238532110091744,0.2677165354330709,0.8099490717330058,0.07891152071410105,0.2985892426207048,0.06307635931699976,0.21695407487064627,0.598960894811067,0.0,0.7066323705072546,2.8717275763857937,0.2841608947071138,3
GaussianNB calibrated,Current nested-threshold,Development OOF,5,563,0.28289724084787565,0.5802871761882716,0.6385950125690317,0.8939265332659105,0.48,0.3779527559055118,0.8807339449541285,0.11926605504587157,0.6220472440944882,0.6293433504298201,0.13042164964142405,0.401445254277349,0.15486510264819897,-0.6123876088718994,0.6749349361507208,0.0,0.6348414275741221,1.6523122968458848,0.0,3
Global learned fusion,Current nested-threshold,Development OOF,5,563,0.5102809948702123,0.814959613849497,0.738315567079612,0.9455139781839197,0.5151515151515151,0.8031496062992126,0.7798165137614679,0.22018348623853212,0.1968503937007874,0.7914830600303402,0.07937888426698644,0.2466567710302756,0.05610561553329594,0.15392818423803206,1.2585102251124713,0.0,0.6359879230953988,1.6187181908247528,0.0,3
Equal fusion,Current nested-threshold,Development OOF,5,563,0.5230256886284559,0.8181453184373768,0.7612383375742153,0.9448096510871922,0.6148148148148148,0.6535433070866141,0.8807339449541285,0.11926605504587157,0.3464566929133858,0.7671386260203713,0.07919052433187862,0.24510492412695462,0.049961003411741686,0.041302418261032196,1.1965627412705329,0.0,0.6506585044319151,1.6967203125610595,0.18912907922716374,3
MAP gate,Current nested-threshold,Development OOF,5,563,0.48797147660958806,0.8104627764989379,0.7439814502149884,0.9350032507404464,0.6015625,0.6062992125984252,0.8830275229357798,0.11697247706422019,0.3937007874015748,0.7446633677671025,0.0854589488732466,0.2657333755478957,0.04813141577369923,0.07866095104500465,0.98659479752013,0.0,0.8327104501665823,2.677215077181998,0.417811946596479,3
No hierarchy,Current nested-threshold,Development OOF,5,563,0.5989001632249207,0.6979942097527854,0.7947162556351101,0.9089431481615257,0.6211180124223602,0.7874015748031497,0.8600917431192661,0.13990825688073394,0.2125984251968504,0.8237466589612079,0.12103916161135145,0.36640929149533596,0.1241029467616715,-0.5515893225009062,0.6381643752324447,0.0,0.6348510401727343,1.650286374066277,0.050985917085339144,3
Raw TabM,Current nested-threshold,Development OOF,5,563,0.5699184004178423,0.8485706911258116,0.7668558282208588,0.9378927978039442,0.5477386934673367,0.8582677165354331,0.7935779816513762,0.20642201834862386,0.14173228346456693,0.8259228490934046,0.10463831252685786,0.332745468552343,0.10169219080518788,-1.2994846296347078,0.7654386285819457,0.262830948856102,0.5671707201436617,1.6057191110723543,0.3021970805555752,3
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,1,563,0.0,0.19777587667983024,0.4364364364364364,0.41141732283464566,,0.0,1.0,0.0,1.0,0.5,0.17833379020860185,0.5439401233125938,0.004735674005753199,-4.502002705865114,-2.6667473317083368,0.0,0.5394894778995365,1.370558859226777,0.0,3
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,2,563,0.0,0.19777587667983024,0.4364364364364364,0.41141732283464566,,0.0,1.0,0.0,1.0,0.5,0.17833379020860185,0.5439401233125938,0.004735674005753143,-4.502002705865117,-2.666747331708339,0.0,0.5394894778995365,1.370558859226777,0.0,3
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,3,563,0.0,0.19777587667983024,0.4364364364364364,0.41141732283464566,,0.0,1.0,0.0,1.0,0.5,0.17833379020860185,0.5439401233125938,0.004735674005753254,-4.502002705865146,-2.666747331708363,0.0,0.5394894778995363,1.3705588592267768,0.0,3
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,4,563,0.0,0.19777587667983024,0.4364364364364364,0.41141732283464566,,0.0,1.0,0.0,1.0,0.5,0.17833379020860182,0.5439401233125938,0.004735674005753199,-4.502002705865151,-2.6667473317083674,0.0,0.5394894778995364,1.3705588592267768,0.0,3
Dummy — Empirical Prior,Notebook03 nested-threshold,Development OOF,5,563,0.0,0.19777587667983024,0.4364364364364364,0.41141732283464566,,0.0,1.0,0.0,1.0,0.5,0.17833379020860185,0.5439401233125938,0.004735674005753143,-4.502002705865113,-2.6667473317083363,0.0,0.5394894778995365,1.370558859226777,0.0,3
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,1,563,0.6486934400264152,0.8353838569646463,0.8188665236759611,0.9168713429169978,0.6503067484662577,0.8346456692913385,0.8692660550458715,0.13073394495412843,0.16535433070866143,0.851955862168605,0.08706015898299699,0.30127661717556514,0.053844319948247225,-0.2655601566808254,0.6411268374775332,0.0,0.4289371609075666,1.5392399460206616,0.40826088645134506,3
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,2,563,0.4381716041699788,0.7523078498390405,0.7189808263842141,0.9141985118832623,0.5737704918032787,0.5511811023622047,0.8807339449541285,0.11926605504587157,0.44881889763779526,0.7159575236581666,0.10882140543683871,0.32354331737161635,0.07058498918793144,0.29634962066870424,0.7263396730157144,0.2182178902359924,0.5600781029971541,1.512389311812371,0.33081282213785973,3
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,3,563,0.4728997887612746,0.5994144009930641,0.725114975114975,0.8165498808061837,0.5081081081081081,0.7401574803149606,0.7912844036697247,0.20871559633027523,0.25984251968503935,0.7657209419923428,0.13935328372226286,0.4517118078161693,0.09472009471417915,-0.01622655210884353,0.5707205046539876,0.4775669329409193,0.5036793654844631,1.8327684727530242,0.21772337581810297,3
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,4,563,0.6582506464279769,0.833908933680065,0.8290465473511235,0.9297117676804162,0.7251908396946565,0.7480314960629921,0.9174311926605505,0.08256880733944955,0.25196850393700787,0.8327313443617713,0.07997951033590207,0.2671151772890263,0.06180126807543147,0.33609615641238505,1.147708894298709,0.1700375951120617,0.5156248884337885,1.2703207925362359,0.3388500164683923,3
Elastic-Net Logistic Regression,Notebook03 nested-threshold,Development OOF,5,563,0.5267482847894386,0.6345063071285407,0.7598524639523603,0.8589178646247201,0.5796178343949044,0.7165354330708661,0.8486238532110092,0.15137614678899083,0.28346456692913385,0.7825796431409376,0.11627164235237088,0.3702134818672805,0.0564920040070769,-0.1195818848979097,0.8156254490939208,0.4166216191864911,0.38623569258817675,1.024479444269145,0.24603451182631164,3
Random Forest,Notebook03 nested-threshold,Development OOF,1,563,0.4178577984192108,0.41560551992270883,0.5912562557879146,0.8250198656360616,0.36079545454545453,1.0,0.48394495412844035,0.5160550458715596,0.0,0.7419724770642202,0.1930222947123893,0.8004331019175476,0.23883497753211907,-1.229484757630256,0.2988443271850041,0.0,0.9687057159812811,4.653807167960033,0.41784863956255724,3
Random Forest,Notebook03 nested-threshold,Development OOF,2,563,0.4080230654568725,0.4511089079952339,0.6781943630081166,0.7498013436393846,0.4369369369369369,0.7637795275590551,0.713302752293578,0.286697247706422,0.23622047244094488,0.7385411399263165,0.17639832080356274,0.5502843892018627,0.15951760720244912,-0.7065903694072339,0.3807119815677469,0.0,0.7727877656324926,2.2148817531643394,0.2477411176524022,3
Random Forest,Notebook03 nested-threshold,Development OOF,3,563,0.21270472051433098,0.31988432159091446,0.5127437156610104,0.7043451563967347,0.29651162790697677,0.8031496062992126,0.44495412844036697,0.555045871559633,0.1968503937007874,0.6240518673697898,0.24305033293033376,0.7787676250666108,0.22077196687414097,-1.0658563886278847,0.12472237696346805,0.0,0.8975455856344698,3.168523782051169,0.3086066999241839,3
